GeneSetName	Spearman.rho.estimate	p.value	method	alternative	q.value	n
GO_CONTRACTILE_FIBER	0.1467832243615215	0.15779003685796283	Spearman's rank correlation rho	two.sided	0.474005410277082	94
GO_RNA_CAPPING	-0.32781954887218046	0.15822045813298488	Spearman's rank correlation rho	two.sided	0.4750746319345948	20
GO_WATER_HOMEOSTASIS	-0.3368421052631579	0.15855780441820327	Spearman's rank correlation rho	two.sided	0.47586104989505207	19
GO_MUSCLE_CELL_PROLIFERATION	0.16212734633787265	0.15863159952663344	Spearman's rank correlation rho	two.sided	0.47586104989505207	77
GO_MICROTUBULE_BUNDLE_FORMATION	-0.2731253420908593	0.15927409745627702	Spearman's rank correlation rho	two.sided	0.4775637768066648	28
GO_RNA_POLYMERASE_II_HOLOENZYME	0.1978143942627849	0.15943431746629766	Spearman's rank correlation rho	two.sided	0.47781953196594895	52
GO_AMMONIUM_TRANSPORT	0.2631813125695217	0.15957162667618066	Spearman's rank correlation rho	two.sided	0.47794989008676103	30
GO_NEGATIVE_REGULATION_OF_VIRAL_PROCESS	0.2325199693620746	0.1596576775751804	Spearman's rank correlation rho	two.sided	0.47794989008676103	38
GO_VIRION_ASSEMBLY	0.3181818181818182	0.15970264188077699	Spearman's rank correlation rho	two.sided	0.47794989008676103	21
GO_ADENYLYLTRANSFERASE_ACTIVITY	0.39780219780219783	0.16015338146137414	Spearman's rank correlation rho	two.sided	0.4789524641744129	14
GO_REGULATION_OF_CALCINEURIN_MEDIATED_SIGNALING	0.32631578947368417	0.1602243036691586	Spearman's rank correlation rho	two.sided	0.4789524641744129	20
GO_MEMBRANE_LIPID_METABOLIC_PROCESS	-0.13003845606039025	0.16026294231969648	Spearman's rank correlation rho	two.sided	0.4789524641744129	118
GO_MRNA_EXPORT_FROM_NUCLEUS	0.1818085668958223	0.16047825609049815	Spearman's rank correlation rho	two.sided	0.4790238436342656	61
GO_POSITIVE_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY	0.3821428571428571	0.16065192996404112	Spearman's rank correlation rho	two.sided	0.4790238436342656	15
GO_REGULATION_OF_NEUTROPHIL_MIGRATION	0.3821428571428571	0.16065192996404112	Spearman's rank correlation rho	two.sided	0.4790238436342656	15
GO_TBP_CLASS_PROTEIN_BINDING	0.3821428571428571	0.16065192996404112	Spearman's rank correlation rho	two.sided	0.4790238436342656	15
GO_NEGATIVE_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION	0.2322044102616604	0.16066238158803584	Spearman's rank correlation rho	two.sided	0.4790238436342656	38
GO_INNER_EAR_RECEPTOR_CELL_DEVELOPMENT	-0.43356643356643365	0.16144642634982326	Spearman's rank correlation rho	two.sided	0.4808017450526697	12
GO_POSITIVE_REGULATION_OF_GLUCOSE_TRANSMEMBRANE_TRANSPORT	0.36764705882352944	0.1617662681252302	Spearman's rank correlation rho	two.sided	0.4808017450526697	16
GO_MATING_BEHAVIOR	0.5166666666666667	0.16180004409171075	Spearman's rank correlation rho	two.sided	0.4808017450526697	9
GO_POSITIVE_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION	0.5166666666666667	0.16180004409171075	Spearman's rank correlation rho	two.sided	0.4808017450526697	9
GO_PROTEIN_PHOSPHATASE_ACTIVATOR_ACTIVITY	0.5166666666666667	0.16180004409171075	Spearman's rank correlation rho	two.sided	0.4808017450526697	9
GO_REGULATION_OF_TRANSLATIONAL_TERMINATION	-0.5166666666666667	0.16180004409171075	Spearman's rank correlation rho	two.sided	0.4808017450526697	9
GO_SIALYLATION	0.35539215686274517	0.1618617995240495	Spearman's rank correlation rho	two.sided	0.4808017450526697	17
GO_SIALYLTRANSFERASE_ACTIVITY	0.35539215686274517	0.1618617995240495	Spearman's rank correlation rho	two.sided	0.4808017450526697	17
GO_CELL_DIVISION_SITE	0.2375804375804376	0.1624969006356297	Spearman's rank correlation rho	two.sided	0.48246356343527896	36
GO_RESPONSE_TO_VITAMIN_D	0.34365325077399383	0.16277253874121375	Spearman's rank correlation rho	two.sided	0.4826822252818265	18
GO_PRERIBOSOME_LARGE_SUBUNIT_PRECURSOR	-0.34365325077399383	0.162772538741214	Spearman's rank correlation rho	two.sided	0.4826822252818265	18
GO_POSITIVE_REGULATION_OF_PROTEIN_BINDING	0.20451584889274857	0.16279760122049977	Spearman's rank correlation rho	two.sided	0.4826822252818265	48
GO_POSITIVE_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION	0.33333333333333337	0.16314994596972082	Spearman's rank correlation rho	two.sided	0.48350211990000375	19
GO_ORGANIC_HYDROXY_COMPOUND_CATABOLIC_PROCESS	0.3077357425183512	0.1633148849154468	Spearman's rank correlation rho	two.sided	0.4835278535237452	22
GO_NUCLEOTIDE_EXCISION_REPAIR_DNA_DUPLEX_UNWINDING	0.45454545454545453	0.1633860347461605	Spearman's rank correlation rho	two.sided	0.4835278535237452	11
GO_CGMP_MEDIATED_SIGNALING	0.4120879120879121	0.16338608098440727	Spearman's rank correlation rho	two.sided	0.4835278535237452	13
GO_TUBE_MORPHOGENESIS	0.08036529819622962	0.16351410491660442	Spearman's rank correlation rho	two.sided	0.48368228343111785	302
GO_POSITIVE_REGULATION_OF_HYDROLASE_ACTIVITY	0.08296051022320677	0.16387948012177506	Spearman's rank correlation rho	two.sided	0.48453834069328167	283
GO_RESPONSE_TO_KETONE	0.15044356657755578	0.16426236743309883	Spearman's rank correlation rho	two.sided	0.4851041429977975	87
GO_PROTEIN_SERINE_THREONINE_KINASE_ACTIVATOR_ACTIVITY	0.3233082706766917	0.16428568274847824	Spearman's rank correlation rho	two.sided	0.4851041429977975	20
GO_REGULATION_OF_SYNAPTIC_PLASTICITY	0.15997160734002838	0.16429903762684936	Spearman's rank correlation rho	two.sided	0.4851041429977975	77
GO_NEGATIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION	0.16894409937888202	0.16488968582761804	Spearman's rank correlation rho	two.sided	0.48650572475987885	69
GO_GDP_BINDING	0.30660643704121965	0.16492630507294195	Spearman's rank correlation rho	two.sided	0.48650572475987885	22
GO_HORMONE_MEDIATED_SIGNALING_PATHWAY	0.15263744051837602	0.16542190333666673	Spearman's rank correlation rho	two.sided	0.4872755714063338	84
GO_CELLULAR_RESPONSE_TO_AMYLOID_BETA	0.3415892672858617	0.16544030929355755	Spearman's rank correlation rho	two.sided	0.4872755714063338	18
GO_NEPHRON_MORPHOGENESIS	0.3315789473684211	0.1654807004399024	Spearman's rank correlation rho	two.sided	0.4872755714063338	19
GO_DISTAL_AXON	0.13128784350256173	0.1654929038515785	Spearman's rank correlation rho	two.sided	0.4872755714063338	113
GO_CYTOKINE_ACTIVITY	0.18596059113300495	0.16567217146474572	Spearman's rank correlation rho	two.sided	0.48737034174322974	57
GO_SNRNA_TRANSCRIPTION	0.2053654024051804	0.16567793002299228	Spearman's rank correlation rho	two.sided	0.48737034174322974	47
GO_BIOMINERALIZATION	0.18583095670210012	0.1659713453714571	Spearman's rank correlation rho	two.sided	0.4878134741679317	57
GO_POSTSYNAPTIC_MEMBRANE_ORGANIZATION	0.47878787878787876	0.16605803717934814	Spearman's rank correlation rho	two.sided	0.4878134741679317	10
GO_TOXIN_METABOLIC_PROCESS	0.47878787878787876	0.16605803717934814	Spearman's rank correlation rho	two.sided	0.4878134741679317	10
GO_EXTRACELLULAR_STRUCTURE_ORGANIZATION	0.14147643593519882	0.16662628090918075	Spearman's rank correlation rho	two.sided	0.48802783103909875	97
GO_CELLULAR_RESPONSE_TO_LEUCINE	-0.607142857142857	0.16666666666666666	Spearman's rank correlation rho	two.sided	0.48802783103909875	7
GO_LEUCINE_ZIPPER_DOMAIN_BINDING	0.607142857142857	0.16666666666666666	Spearman's rank correlation rho	two.sided	0.48802783103909875	7
GO_PROTEIN_LOCALIZATION_TO_MEMBRANE_RAFT	0.607142857142857	0.16666666666666666	Spearman's rank correlation rho	two.sided	0.48802783103909875	7
GO_PROTON_TRANSPORTING_TWO_SECTOR_ATPASE_COMPLEX_ASSEMBLY	0.607142857142857	0.16666666666666666	Spearman's rank correlation rho	two.sided	0.48802783103909875	7
GO_QUINONE_BINDING	0.607142857142857	0.16666666666666666	Spearman's rank correlation rho	two.sided	0.48802783103909875	7
GO_REGULATION_OF_SYNAPTIC_TRANSMISSION_DOPAMINERGIC	0.607142857142857	0.16666666666666666	Spearman's rank correlation rho	two.sided	0.48802783103909875	7
GO_POSITIVE_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION	0.312987012987013	0.16692090056772838	Spearman's rank correlation rho	two.sided	0.4885479599968439	21
GO_RNA_POLYMERASE_II_REPRESSING_TRANSCRIPTION_FACTOR_BINDING	0.2786324786324786	0.16766830335926416	Spearman's rank correlation rho	two.sided	0.4903640479689543	26
GO_ASPARTATE_FAMILY_AMINO_ACID_METABOLIC_PROCESS	-0.2582869855394883	0.1676965795286195	Spearman's rank correlation rho	two.sided	0.4903640479689543	30
GO_POSITIVE_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY	0.2974308300395257	0.16777206595195962	Spearman's rank correlation rho	two.sided	0.4903640479689543	23
GO_SMOOTH_ENDOPLASMIC_RETICULUM	-0.3395252837977296	0.16813843337476905	Spearman's rank correlation rho	two.sided	0.4912097473117237	18
GO_ENDORIBONUCLEASE_ACTIVITY	0.24532085561497327	0.16831200263518978	Spearman's rank correlation rho	two.sided	0.4914916779388227	33
GO_ER_TO_GOLGI_TRANSPORT_VESICLE_MEMBRANE	0.27794871794871795	0.16874685628268268	Spearman's rank correlation rho	two.sided	0.49242709780531907	26
GO_GLYCEROLIPID_METABOLIC_PROCESS	0.09574445386802365	0.16878676367632298	Spearman's rank correlation rho	two.sided	0.49242709780531907	208
GO_METHIONINE_METABOLIC_PROCESS	-0.4265734265734267	0.1688995254052027	Spearman's rank correlation rho	two.sided	0.4924850730497832	12
GO_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY	0.09501794816111189	0.16896107895916943	Spearman's rank correlation rho	two.sided	0.4924850730497832	211
GO_SMAD_BINDING	0.25739710789766407	0.16920527467624144	Spearman's rank correlation rho	two.sided	0.4927848996383118	30
GO_NEURON_APOPTOTIC_PROCESS	0.13701364425420268	0.16943385366087632	Spearman's rank correlation rho	two.sided	0.4927848996383118	102
GO_CYTOKINE_RECEPTOR_ACTIVITY	0.2528225806451613	0.16949630264303328	Spearman's rank correlation rho	two.sided	0.4927848996383118	31
GO_IMMUNE_RECEPTOR_ACTIVITY	0.2528225806451613	0.16949630264303328	Spearman's rank correlation rho	two.sided	0.4927848996383118	31
GO_REGULATION_OF_PHOSPHOLIPASE_ACTIVITY	0.40659340659340665	0.1695039978374657	Spearman's rank correlation rho	two.sided	0.4927848996383118	13
GO_POSITIVE_REGULATION_OF_LIPID_TRANSPORT	0.2895652173913043	0.16952755531430283	Spearman's rank correlation rho	two.sided	0.4927848996383118	24
GO_PROTEIN_LOCALIZATION_TO_LYSOSOME	0.30321852060982496	0.16982814028645904	Spearman's rank correlation rho	two.sided	0.49340868199687243	22
GO_POSITIVE_REGULATION_OF_MITOCHONDRION_ORGANIZATION	0.18414570910033706	0.1698968815774598	Spearman's rank correlation rho	two.sided	0.49340868199687243	57
GO_MIRNA_BINDING	0.389010989010989	0.17024764478691667	Spearman's rank correlation rho	two.sided	0.4937528307246256	14
GO_PORE_COMPLEX_ASSEMBLY	0.389010989010989	0.17024764478691667	Spearman's rank correlation rho	two.sided	0.4937528307246256	14
GO_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_HORMONE	0.389010989010989	0.17024764478691667	Spearman's rank correlation rho	two.sided	0.4937528307246256	14
GO_NEGATIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY	0.22972972972972974	0.17086554529691025	Spearman's rank correlation rho	two.sided	0.4938617623364824	37
GO_POTASSIUM_CHANNEL_COMPLEX	-0.33746130030959753	0.17086703551735224	Spearman's rank correlation rho	two.sided	0.4938617623364824	18
GO_BENZENE_CONTAINING_COMPOUND_METABOLIC_PROCESS	0.5476190476190477	0.17098214285714286	Spearman's rank correlation rho	two.sided	0.4938617623364824	8
GO_CALCIUM_MEDIATED_SIGNALING_USING_INTRACELLULAR_CALCIUM_SOURCE	0.5476190476190477	0.17098214285714286	Spearman's rank correlation rho	two.sided	0.4938617623364824	8
GO_GLUTATHIONE_PEROXIDASE_ACTIVITY	-0.5476190476190477	0.17098214285714286	Spearman's rank correlation rho	two.sided	0.4938617623364824	8
GO_GOLGI_MEDIAL_CISTERNA	0.5476190476190477	0.17098214285714286	Spearman's rank correlation rho	two.sided	0.4938617623364824	8
GO_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_EXONUCLEOLYTIC_3_5	-0.5476190476190477	0.17098214285714286	Spearman's rank correlation rho	two.sided	0.4938617623364824	8
GO_REGULATION_OF_CELL_PROLIFERATION_INVOLVED_IN_KIDNEY_DEVELOPMENT	-0.5476190476190477	0.17098214285714286	Spearman's rank correlation rho	two.sided	0.4938617623364824	8
GO_TROPHOBLAST_GIANT_CELL_DIFFERENTIATION	-0.5476190476190477	0.17098214285714286	Spearman's rank correlation rho	two.sided	0.4938617623364824	8
GO_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	0.12949963404085438	0.17136839480940105	Spearman's rank correlation rho	two.sided	0.49475333249758263	113
GO_SKELETAL_SYSTEM_DEVELOPMENT	0.10226653086000596	0.17175949281840786	Spearman's rank correlation rho	two.sided	0.495658080404262	180
GO_CELL_CYCLE_ARREST	0.12030479727976622	0.17254515340837803	Spearman's rank correlation rho	two.sided	0.4972203989797432	130
GO_ORGANOPHOSPHATE_BIOSYNTHETIC_PROCESS	0.07975488006852913	0.17261190108395058	Spearman's rank correlation rho	two.sided	0.4972203989797432	294
GO_RESPONSE_TO_AMYLOID_BETA	0.3263157894736843	0.17261273702873797	Spearman's rank correlation rho	two.sided	0.4972203989797432	19
GO_SPLICEOSOMAL_TRI_SNRNP_COMPLEX	-0.3263157894736843	0.17261273702873797	Spearman's rank correlation rho	two.sided	0.4972203989797432	19
GO_PHOSPHATIDYLETHANOLAMINE_BIOSYNTHETIC_PROCESS	0.4454545454545455	0.17278650658462552	Spearman's rank correlation rho	two.sided	0.4972717450234388	11
GO_SYNAPTONEMAL_STRUCTURE	-0.4454545454545455	0.17278650658462552	Spearman's rank correlation rho	two.sided	0.4972717450234388	11
GO_CALCIUM_ION_IMPORT	0.25080645161290327	0.17301210715773818	Spearman's rank correlation rho	two.sided	0.49735777486778737	31
GO_GOLGI_STACK	0.15550272512297825	0.17365969901545017	Spearman's rank correlation rho	two.sided	0.49735777486778737	78
GO_LIPID_PHOSPHORYLATION	0.22186234817813766	0.17411794271025965	Spearman's rank correlation rho	two.sided	0.49735777486778737	39
GO_PYRIMIDINE_NUCLEOSIDE_METABOLIC_PROCESS	-0.3455882352941177	0.1743883649410363	Spearman's rank correlation rho	two.sided	0.49735777486778737	17
GO_POSITIVE_REGULATION_OF_SODIUM_ION_TRANSPORT	0.3455882352941177	0.1743883649410365	Spearman's rank correlation rho	two.sided	0.49735777486778737	17
GO_NEURON_DIFFERENTIATION	0.06134411597262716	0.17474671348921444	Spearman's rank correlation rho	two.sided	0.49735777486778737	491
GO_GUANYL_NUCLEOTIDE_BINDING	0.11618569893965973	0.1747625262193156	Spearman's rank correlation rho	two.sided	0.49735777486778737	138
GO_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION	0.2586206896551724	0.17499829512791693	Spearman's rank correlation rho	two.sided	0.49735777486778737	29
GO_CAMP_RESPONSE_ELEMENT_BINDING_PROTEIN_BINDING	0.6571428571428571	0.175	Spearman's rank correlation rho	two.sided	0.49735777486778737	6
GO_CITRULLINE_METABOLIC_PROCESS	0.6571428571428571	0.175	Spearman's rank correlation rho	two.sided	0.49735777486778737	6
GO_COBALAMIN_BINDING	0.6571428571428571	0.175	Spearman's rank correlation rho	two.sided	0.49735777486778737	6
GO_CTF18_RFC_LIKE_COMPLEX	0.6571428571428571	0.175	Spearman's rank correlation rho	two.sided	0.49735777486778737	6
GO_CYTOCHROME_B5_REDUCTASE_ACTIVITY_ACTING_ON_NAD_P_H	-0.6571428571428571	0.175	Spearman's rank correlation rho	two.sided	0.49735777486778737	6
GO_DIACYLGLYCEROL_METABOLIC_PROCESS	0.6571428571428571	0.175	Spearman's rank correlation rho	two.sided	0.49735777486778737	6
GO_EPITHELIAL_CELL_CELL_ADHESION	0.6571428571428571	0.175	Spearman's rank correlation rho	two.sided	0.49735777486778737	6
GO_ISOTYPE_SWITCHING_TO_IGG_ISOTYPES	0.6571428571428571	0.175	Spearman's rank correlation rho	two.sided	0.49735777486778737	6
GO_N_ACETYLNEURAMINATE_CATABOLIC_PROCESS	0.6571428571428571	0.175	Spearman's rank correlation rho	two.sided	0.49735777486778737	6
GO_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_BINDING	0.6571428571428571	0.175	Spearman's rank correlation rho	two.sided	0.49735777486778737	6
GO_POSITIVE_REGULATION_OF_EXTRACELLULAR_MATRIX_ASSEMBLY	0.6571428571428571	0.175	Spearman's rank correlation rho	two.sided	0.49735777486778737	6
GO_POSITIVE_REGULATION_OF_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_MIGRATION	-0.6571428571428571	0.175	Spearman's rank correlation rho	two.sided	0.49735777486778737	6
GO_PROTON_TRANSPORTING_V_TYPE_ATPASE_V1_DOMAIN	0.6571428571428571	0.175	Spearman's rank correlation rho	two.sided	0.49735777486778737	6
GO_REGULATION_OF_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE	0.6571428571428571	0.175	Spearman's rank correlation rho	two.sided	0.49735777486778737	6
GO_REGULATION_OF_DNA_DIRECTED_DNA_POLYMERASE_ACTIVITY	0.6571428571428571	0.175	Spearman's rank correlation rho	two.sided	0.49735777486778737	6
GO_REGULATION_OF_EXTRACELLULAR_MATRIX_DISASSEMBLY	0.6571428571428571	0.175	Spearman's rank correlation rho	two.sided	0.49735777486778737	6
GO_REGULATION_OF_GERMINAL_CENTER_FORMATION	0.6571428571428571	0.175	Spearman's rank correlation rho	two.sided	0.49735777486778737	6
GO_REGULATION_OF_ODONTOGENESIS	-0.6571428571428571	0.175	Spearman's rank correlation rho	two.sided	0.49735777486778737	6
GO_REGULATION_OF_SECONDARY_METABOLIC_PROCESS	0.6571428571428571	0.175	Spearman's rank correlation rho	two.sided	0.49735777486778737	6
GO_RESPONSE_TO_ANTIMETABOLITE	0.6571428571428571	0.175	Spearman's rank correlation rho	two.sided	0.49735777486778737	6
GO_NEGATIVE_REGULATION_OF_POTASSIUM_ION_TRANSPORT	0.38461538461538464	0.1754526013851763	Spearman's rank correlation rho	two.sided	0.4982451081552321	14
GO_REGULATION_OF_CELLULAR_AMIDE_METABOLIC_PROCESS	0.09061420143278552	0.17546846629076585	Spearman's rank correlation rho	two.sided	0.4982451081552321	225
GO_GLYCOSYLATION	0.11978421288014313	0.17611515143055093	Spearman's rank correlation rho	two.sided	0.49985882431683903	129
GO_RNA_HELICASE_ACTIVITY	0.2073291050035236	0.17637473871556605	Spearman's rank correlation rho	two.sided	0.5003233002989085	44
GO_METALLOEXOPEPTIDASE_ACTIVITY	0.27316239316239316	0.17643570162158814	Spearman's rank correlation rho	two.sided	0.5003233002989085	26
GO_NEUROTRANSMITTER_CATABOLIC_PROCESS	0.4195804195804196	0.17657701069755086	Spearman's rank correlation rho	two.sided	0.5004667576951278	12
GO_POSITIVE_REGULATION_OF_AXONOGENESIS	0.23697478991596638	0.17664323738024876	Spearman's rank correlation rho	two.sided	0.5004667576951278	34
GO_POSITIVE_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY	0.23333333333333336	0.17678076043994626	Spearman's rank correlation rho	two.sided	0.5006339837674315	35
GO_AMMONIUM_ION_METABOLIC_PROCESS	0.145986731792666	0.176948775754751	Spearman's rank correlation rho	two.sided	0.5008873755561849	87
GO_TRNA_MODIFICATION	-0.19167420814479635	0.17736601501091687	Spearman's rank correlation rho	two.sided	0.501845705583378	51
GO_POSITIVE_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_CELL_DEATH	-0.5	0.17766203703703703	Spearman's rank correlation rho	two.sided	0.5020328059961943	9
GO_PROTECTION_FROM_NON_HOMOLOGOUS_END_JOINING_AT_TELOMERE	0.5	0.17766203703703703	Spearman's rank correlation rho	two.sided	0.5020328059961943	9
GO_NEGATIVE_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_METABOLIC_PROCESS	0.05414709388480125	0.17778424103449864	Spearman's rank correlation rho	two.sided	0.5020328059961943	621
GO_NUCLEOTIDYLTRANSFERASE_ACTIVITY	0.15403583758014133	0.17779181304380537	Spearman's rank correlation rho	two.sided	0.5020328059961943	78
GO_PROTEIN_LOCALIZATION_TO_GOLGI_APPARATUS	0.36785714285714277	0.17789409035381618	Spearman's rank correlation rho	two.sided	0.5020328059961943	15
GO_EPITHELIAL_CELL_APOPTOTIC_PROCESS	0.2170731707317073	0.1779299700797252	Spearman's rank correlation rho	two.sided	0.5020328059961943	40
GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_PEROXIDE_AS_ACCEPTOR	-0.26678876678876673	0.17801133670759284	Spearman's rank correlation rho	two.sided	0.5020328059961943	27
GO_POSITIVE_REGULATION_OF_GLYCOLYTIC_PROCESS	0.4666666666666666	0.17821932927054146	Spearman's rank correlation rho	two.sided	0.5020328059961943	10
GO_CYTOPLASMIC_EXOSOME_RNASE_COMPLEX	-0.4666666666666666	0.17821932927054157	Spearman's rank correlation rho	two.sided	0.5020328059961943	10
