ONTOLOGY	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge
BP	GO:0050878	regulation of body fluid levels	293	0.4055888967571625	2.20211174209645	2.7089185726166256e-6	3.874755280502145e-5	2.194184033110864e-5	2244	tags=38%, list=21%, signal=31%
BP	GO:0042110	T cell activation	294	0.35518206648690376	1.9291898365972284	2.7107543758352513e-6	3.874755280502145e-5	2.194184033110864e-5	2161	tags=33%, list=20%, signal=27%
MF	GO:0004888	transmembrane signaling receptor activity	297	0.4975501706898845	2.7053371484517172	2.717531611686473e-6	3.874755280502145e-5	2.194184033110864e-5	2680	tags=48%, list=25%, signal=37%
BP	GO:0001501	skeletal system development	301	0.41108284920837346	2.2388458225641883	2.7199486473695376e-6	3.874755280502145e-5	2.194184033110864e-5	2358	tags=41%, list=22%, signal=33%
BP	GO:0009617	response to bacterium	301	0.44764341554823767	2.4379625489812886	2.7199486473695376e-6	3.874755280502145e-5	2.194184033110864e-5	1829	tags=38%, list=17%, signal=32%
BP	GO:0030003	cellular cation homeostasis	306	0.34499163368961605	1.8820039339330714	2.7310390784381734e-6	3.874755280502145e-5	2.194184033110864e-5	2451	tags=38%, list=23%, signal=30%
BP	GO:0006873	cellular ion homeostasis	312	0.34517665812495135	1.8874017868455328	2.7368317341113233e-6	3.874755280502145e-5	2.194184033110864e-5	2566	tags=39%, list=24%, signal=31%
BP	GO:0009636	response to toxic substance	313	0.37432525105484604	2.0473651973153952	2.7396509684666175e-6	3.874755280502145e-5	2.194184033110864e-5	1990	tags=33%, list=19%, signal=27%
BP	GO:0002521	leukocyte differentiation	316	0.3554881586801807	1.9465128140461154	2.7433562769363293e-6	3.874755280502145e-5	2.194184033110864e-5	2123	tags=34%, list=20%, signal=28%
BP	GO:0002694	regulation of leukocyte activation	316	0.43573068245737623	2.3858891953680943	2.7433562769363293e-6	3.874755280502145e-5	2.194184033110864e-5	2161	tags=39%, list=20%, signal=32%
BP	GO:0043410	positive regulation of MAPK cascade	316	0.3214005491762867	1.7598625218229527	2.7433562769363293e-6	3.874755280502145e-5	2.194184033110864e-5	2536	tags=35%, list=24%, signal=27%
BP	GO:0055065	metal ion homeostasis	317	0.3794261197246819	2.0782523435909144	2.7455179419597506e-6	3.874755280502145e-5	2.194184033110864e-5	2451	tags=39%, list=23%, signal=31%
BP	GO:0043269	regulation of ion transport	321	0.37705151735588205	2.068152354809794	2.75098622856294e-6	3.874755280502145e-5	2.194184033110864e-5	2422	tags=38%, list=23%, signal=30%
BP	GO:0006935	chemotaxis	324	0.4653649310859771	2.5552129616928125	2.7555041194786587e-6	3.874755280502145e-5	2.194184033110864e-5	2139	tags=39%, list=20%, signal=32%
BP	GO:0042330	taxis	326	0.46338403926600547	2.5462431450659135	2.7575709109359746e-6	3.874755280502145e-5	2.194184033110864e-5	2139	tags=39%, list=20%, signal=32%
MF	GO:0005509	calcium ion binding	328	0.4693421343060127	2.580394474311622	2.7615689025249025e-6	3.874755280502145e-5	2.194184033110864e-5	2565	tags=46%, list=24%, signal=36%
BP	GO:0009306	protein secretion	330	0.36089724433063747	1.9856551792131414	2.7624156772614516e-6	3.874755280502145e-5	2.194184033110864e-5	2797	tags=41%, list=26%, signal=31%
BP	GO:1901652	response to peptide	330	0.3163815472331175	1.7407299937578806	2.7624156772614516e-6	3.874755280502145e-5	2.194184033110864e-5	1755	tags=26%, list=16%, signal=22%
BP	GO:0008015	blood circulation	332	0.5174316738768461	2.8486489872851637	2.7664583523527344e-6	3.874755280502145e-5	2.194184033110864e-5	2160	tags=45%, list=20%, signal=37%
BP	GO:0009991	response to extracellular stimulus	333	0.31513291395823495	1.7355949835874374	2.766994186545214e-6	3.874755280502145e-5	2.194184033110864e-5	1631	tags=23%, list=15%, signal=20%
BP	GO:0030855	epithelial cell differentiation	333	0.35480910315003594	1.9541116534719494	2.766994186545214e-6	3.874755280502145e-5	2.194184033110864e-5	2802	tags=44%, list=26%, signal=33%
BP	GO:0003013	circulatory system process	340	0.5172410720684828	2.854978475286641	2.775634371235546e-6	3.874755280502145e-5	2.194184033110864e-5	2160	tags=45%, list=20%, signal=37%
BP	GO:0044057	regulation of system process	340	0.4553954135263247	2.513613426255092	2.775634371235546e-6	3.874755280502145e-5	2.194184033110864e-5	2160	tags=40%, list=20%, signal=33%
BP	GO:0030335	positive regulation of cell migration	343	0.42278767676034135	2.335689742367992	2.781610218523299e-6	3.874755280502145e-5	2.194184033110864e-5	1996	tags=36%, list=19%, signal=30%
BP	GO:0050865	regulation of cell activation	343	0.4569399131438927	2.5243637094316185	2.781610218523299e-6	3.874755280502145e-5	2.194184033110864e-5	2161	tags=41%, list=20%, signal=33%
MF	GO:0005198	structural molecule activity	345	0.4085340926284111	2.258237558570468	2.7835613997973568e-6	3.874755280502145e-5	2.194184033110864e-5	2138	tags=37%, list=20%, signal=30%
BP	GO:0055080	cation homeostasis	345	0.35996548473079054	1.9897668079013193	2.7835613997973568e-6	3.874755280502145e-5	2.194184033110864e-5	2451	tags=38%, list=23%, signal=30%
BP	GO:0002790	peptide secretion	346	0.37276088700692617	2.061196143301481	2.785383421954949e-6	3.874755280502145e-5	2.194184033110864e-5	2275	tags=36%, list=21%, signal=29%
BP	GO:0048598	embryonic morphogenesis	349	0.3195897266424005	1.7687359071372566	2.790404357495445e-6	3.874755280502145e-5	2.194184033110864e-5	2370	tags=35%, list=22%, signal=28%
BP	GO:0098771	inorganic ion homeostasis	351	0.3630038876714885	2.0102275048457083	2.7934131318351327e-6	3.874755280502145e-5	2.194184033110864e-5	2451	tags=38%, list=23%, signal=30%
BP	GO:0001525	angiogenesis	352	0.5006469787748435	2.7734077861037254	2.7943576330673106e-6	3.874755280502145e-5	2.194184033110864e-5	2579	tags=54%, list=24%, signal=42%
BP	GO:2000147	positive regulation of cell motility	354	0.42500831503511016	2.355819596020625	2.7975705896999046e-6	3.874755280502145e-5	2.194184033110864e-5	1996	tags=36%, list=19%, signal=30%
BP	GO:0010035	response to inorganic substance	355	0.3362886657590076	1.8646237076146333	2.7981811822315495e-6	3.874755280502145e-5	2.194184033110864e-5	1977	tags=30%, list=18%, signal=25%
BP	GO:0042060	wound healing	355	0.4212309370614704	2.335604115151499	2.7981811822315495e-6	3.874755280502145e-5	2.194184033110864e-5	2277	tags=38%, list=21%, signal=31%
BP	GO:0051272	positive regulation of cellular component movement	361	0.4275192037602271	2.375102110889921	2.8000929630863746e-6	3.874755280502145e-5	2.194184033110864e-5	1996	tags=36%, list=19%, signal=30%
BP	GO:0043299	leukocyte degranulation	364	0.29773492182900885	1.6554261318621892	2.80562359192766e-6	3.874755280502145e-5	2.194184033110864e-5	1698	tags=25%, list=16%, signal=22%
BP	GO:0002275	myeloid cell activation involved in immune response	370	0.29687572701095377	1.653566535092365	2.8135885070536663e-6	3.874755280502145e-5	2.194184033110864e-5	1698	tags=25%, list=16%, signal=21%
BP	GO:0071407	cellular response to organic cyclic compound	370	0.3067163945304359	1.708378016842726	2.8135885070536663e-6	3.874755280502145e-5	2.194184033110864e-5	2101	tags=31%, list=20%, signal=26%
BP	GO:0003006	developmental process involved in reproduction	372	0.3146359060718999	1.753288216228541	2.8185051775940113e-6	3.874755280502145e-5	2.194184033110864e-5	2492	tags=36%, list=23%, signal=29%
BP	GO:0040017	positive regulation of locomotion	374	0.4056922743763882	2.262088053879536	2.8188785937178473e-6	3.874755280502145e-5	2.194184033110864e-5	1996	tags=34%, list=19%, signal=29%
BP	GO:0071396	cellular response to lipid	377	0.3218218693522983	1.7959991979744732	2.823120225397919e-6	3.874755280502145e-5	2.194184033110864e-5	2157	tags=32%, list=20%, signal=26%
BP	GO:0007186	G protein-coupled receptor signaling pathway	385	0.4111941680448667	2.2994186914284502	2.8343546457906998e-6	3.874755280502145e-5	2.194184033110864e-5	2593	tags=44%, list=24%, signal=35%
CC	GO:0009986	cell surface	392	0.5097033776202683	2.8555489741208024	2.8419021419416443e-6	3.874755280502145e-5	2.194184033110864e-5	2974	tags=57%, list=28%, signal=43%
BP	GO:0050801	ion homeostasis	392	0.3735801319824614	2.0929356356535385	2.8419021419416443e-6	3.874755280502145e-5	2.194184033110864e-5	2451	tags=39%, list=23%, signal=31%
BP	GO:0055082	cellular chemical homeostasis	397	0.3248369078027238	1.8220099555397957	2.850602759953592e-6	3.874755280502145e-5	2.194184033110864e-5	2477	tags=36%, list=23%, signal=29%
BP	GO:0097435	supramolecular fiber organization	399	0.3703184821240372	2.078227481579306	2.852977509978289e-6	3.874755280502145e-5	2.194184033110864e-5	1941	tags=31%, list=18%, signal=26%
BP	GO:0006954	inflammatory response	401	0.49789822492110053	2.7957885348022518	2.8537591141931708e-6	3.874755280502145e-5	2.194184033110864e-5	1787	tags=40%, list=17%, signal=35%
BP	GO:0048589	developmental growth	401	0.2971861374157919	1.6687538820225785	2.8537591141931708e-6	3.874755280502145e-5	2.194184033110864e-5	1856	tags=24%, list=17%, signal=21%
BP	GO:0007507	heart development	403	0.3253406024350032	1.8276660410262644	2.8570612268220907e-6	3.874755280502145e-5	2.194184033110864e-5	2583	tags=36%, list=24%, signal=28%
BP	GO:1903530	regulation of secretion by cell	403	0.3511683636104857	1.972758665994882	2.8570612268220907e-6	3.874755280502145e-5	2.194184033110864e-5	2275	tags=34%, list=21%, signal=28%
BP	GO:0045596	negative regulation of cell differentiation	413	0.3601281178443758	2.0281928825583844	2.8689876776979243e-6	3.874755280502145e-5	2.194184033110864e-5	2743	tags=41%, list=26%, signal=32%
BP	GO:0046649	lymphocyte activation	413	0.32519879362866827	1.8314756498387603	2.8689876776979243e-6	3.874755280502145e-5	2.194184033110864e-5	2452	tags=34%, list=23%, signal=28%
BP	GO:0030036	actin cytoskeleton organization	416	0.3134753772139548	1.7668186799206493	2.871772486696514e-6	3.874755280502145e-5	2.194184033110864e-5	2897	tags=38%, list=27%, signal=29%
BP	GO:0048514	blood vessel morphogenesis	416	0.48565636989503813	2.7372700018073632	2.871772486696514e-6	3.874755280502145e-5	2.194184033110864e-5	2579	tags=51%, list=24%, signal=40%
MF	GO:0038023	signaling receptor activity	418	0.4724717908375192	2.6639802173916407	2.874703186895953e-6	3.874755280502145e-5	2.194184033110864e-5	2610	tags=46%, list=24%, signal=36%
BP	GO:0030001	metal ion transport	422	0.3187447357773652	1.7989293684391767	2.879379896745437e-6	3.874755280502145e-5	2.194184033110864e-5	2422	tags=35%, list=23%, signal=28%
BP	GO:0097190	apoptotic signaling pathway	422	0.2825336304680006	1.5945613789701394	2.879379896745437e-6	3.874755280502145e-5	2.194184033110864e-5	2279	tags=29%, list=21%, signal=24%
BP	GO:0030162	regulation of proteolysis	425	0.30071707791066726	1.6986468289096135	2.8808647203544614e-6	3.874755280502145e-5	2.194184033110864e-5	2279	tags=34%, list=21%, signal=28%
BP	GO:0009611	response to wounding	427	0.4306953985410906	2.4339532221472364	2.883581177135508e-6	3.874755280502145e-5	2.194184033110864e-5	2278	tags=38%, list=21%, signal=31%
BP	GO:0040008	regulation of growth	427	0.2885783654872043	1.6308190078156881	2.883581177135508e-6	3.874755280502145e-5	2.194184033110864e-5	1979	tags=27%, list=18%, signal=23%
BP	GO:0001817	regulation of cytokine production	432	0.3625632467925727	2.051003074815914	2.893585499664344e-6	3.874755280502145e-5	2.194184033110864e-5	2061	tags=34%, list=19%, signal=28%
BP	GO:0051046	regulation of secretion	435	0.36955866182575703	2.092076714556328	2.8955209186908773e-6	3.874755280502145e-5	2.194184033110864e-5	2000	tags=32%, list=19%, signal=27%
BP	GO:0002274	myeloid leukocyte activation	436	0.3395830440359775	1.9227742694029706	2.896594473877063e-6	3.874755280502145e-5	2.194184033110864e-5	2209	tags=33%, list=21%, signal=27%
BP	GO:0050877	nervous system process	436	0.3376714028593718	1.9119502470282868	2.896594473877063e-6	3.874755280502145e-5	2.194184033110864e-5	1992	tags=31%, list=19%, signal=26%
BP	GO:0043065	positive regulation of apoptotic process	437	0.2943380236967271	1.6669463837990681	2.8991221458142474e-6	3.874755280502145e-5	2.194184033110864e-5	2405	tags=33%, list=22%, signal=26%
BP	GO:0008285	negative regulation of cell proliferation	438	0.39058130355610976	2.212452868477281	2.901485850904248e-6	3.874755280502145e-5	2.194184033110864e-5	2161	tags=36%, list=20%, signal=30%
BP	GO:0043068	positive regulation of programmed cell death	441	0.29474128174675296	1.6705638151438564	2.9072640900554125e-6	3.874755280502145e-5	2.194184033110864e-5	2405	tags=33%, list=22%, signal=27%
BP	GO:0048729	tissue morphogenesis	441	0.2962043689715539	1.6788564457576154	2.9072640900554125e-6	3.874755280502145e-5	2.194184033110864e-5	2256	tags=31%, list=21%, signal=25%
BP	GO:0071363	cellular response to growth factor stimulus	445	0.35039910627059045	1.9875593464328214	2.913209657872658e-6	3.874755280502145e-5	2.194184033110864e-5	2252	tags=34%, list=21%, signal=28%
MF	GO:0060089	molecular transducer activity	446	0.4610481493175338	2.615927783291136	2.9135746355846526e-6	3.874755280502145e-5	2.194184033110864e-5	2610	tags=45%, list=24%, signal=35%
BP	GO:0043408	regulation of MAPK cascade	450	0.31168400132807844	1.7700168291744043	2.918745056375561e-6	3.874755280502145e-5	2.194184033110864e-5	2413	tags=32%, list=22%, signal=26%
BP	GO:0061061	muscle structure development	450	0.42152069938470166	2.3937665346221726	2.918745056375561e-6	3.874755280502145e-5	2.194184033110864e-5	2083	tags=36%, list=19%, signal=30%
BP	GO:0030155	regulation of cell adhesion	452	0.4373115576540675	2.4844288065360924	2.921746854009075e-6	3.874755280502145e-5	2.194184033110864e-5	2614	tags=44%, list=24%, signal=35%
BP	GO:0019221	cytokine-mediated signaling pathway	457	0.373532886997758	2.1241990501700956	2.9281633680906324e-6	3.874755280502145e-5	2.194184033110864e-5	2285	tags=39%, list=21%, signal=32%
BP	GO:0002366	leukocyte activation involved in immune response	458	0.29403032245069993	1.6723565982416098	2.9305059811627075e-6	3.874755280502145e-5	2.194184033110864e-5	1829	tags=26%, list=17%, signal=22%
BP	GO:0002263	cell activation involved in immune response	462	0.29488430157221407	1.6786502586868104	2.9353489396051956e-6	3.874755280502145e-5	2.194184033110864e-5	1829	tags=26%, list=17%, signal=22%
BP	GO:0070848	response to growth factor	463	0.3548950396045602	2.020664232593594	2.936176335005975e-6	3.874755280502145e-5	2.194184033110864e-5	2252	tags=34%, list=21%, signal=28%
BP	GO:0098609	cell-cell adhesion	464	0.4231928956075489	2.4100282499990704	2.93703007518797e-6	3.874755280502145e-5	2.194184033110864e-5	2698	tags=44%, list=25%, signal=35%
BP	GO:0098657	import into cell	469	0.2954319886201908	1.6841817425823689	2.9416696328502132e-6	3.874755280502145e-5	2.194184033110864e-5	2669	tags=35%, list=25%, signal=28%
BP	GO:0031347	regulation of defense response	470	0.3001070232738251	1.711164101276999	2.9421283356380006e-6	3.874755280502145e-5	2.194184033110864e-5	1608	tags=26%, list=15%, signal=23%
BP	GO:0010942	positive regulation of cell death	472	0.3005923977216488	1.7145121000931853	2.9457944365726273e-6	3.874755280502145e-5	2.194184033110864e-5	2405	tags=33%, list=22%, signal=26%
BP	GO:0032101	regulation of response to external stimulus	472	0.4229552594466649	2.412442615368023	2.9457944365726273e-6	3.874755280502145e-5	2.194184033110864e-5	1993	tags=37%, list=19%, signal=31%
BP	GO:0001568	blood vessel development	474	0.46707774994490503	2.665407257077209	2.9460374323516153e-6	3.874755280502145e-5	2.194184033110864e-5	2582	tags=50%, list=24%, signal=40%
BP	GO:0001816	cytokine production	476	0.36369679632453034	2.076266325530021	2.948573922222517e-6	3.874755280502145e-5	2.194184033110864e-5	2061	tags=34%, list=19%, signal=28%
BP	GO:0030029	actin filament-based process	486	0.3551770494680292	2.031651280485422	2.959560564447391e-6	3.874755280502145e-5	2.194184033110864e-5	2897	tags=42%, list=27%, signal=32%
BP	GO:0002443	leukocyte mediated immunity	490	0.295774238882993	1.6929833890738974	2.967623230554649e-6	3.874755280502145e-5	2.194184033110864e-5	2295	tags=30%, list=21%, signal=25%
CC	GO:0099512	supramolecular fiber	496	0.29121540186916905	1.668688799979734	2.974428835302901e-6	3.874755280502145e-5	2.194184033110864e-5	2082	tags=30%, list=19%, signal=25%
BP	GO:0001944	vasculature development	497	0.454002745345033	2.602002501711051	2.9752518550695317e-6	3.874755280502145e-5	2.194184033110864e-5	2582	tags=48%, list=24%, signal=39%
BP	GO:0019725	cellular homeostasis	497	0.2946830799460797	1.688901926460577	2.9752518550695317e-6	3.874755280502145e-5	2.194184033110864e-5	2569	tags=36%, list=24%, signal=28%
BP	GO:0043207	response to external biotic stimulus	500	0.3716569463014745	2.1312183935804128	2.9778211877933154e-6	3.874755280502145e-5	2.194184033110864e-5	2285	tags=38%, list=21%, signal=31%
BP	GO:0045087	innate immune response	500	0.28268209300504304	1.6210036759529995	2.9778211877933154e-6	3.874755280502145e-5	2.194184033110864e-5	2187	tags=31%, list=20%, signal=26%
BP	GO:0051707	response to other organism	500	0.3716569463014745	2.1312183935804128	2.9778211877933154e-6	3.874755280502145e-5	2.194184033110864e-5	2285	tags=38%, list=21%, signal=31%
BP	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	265	-0.3460101012732286	-1.7796423684742335	3.1994061902110967e-6	4.154739902318218e-5	2.352732829675326e-5	2546	tags=39%, list=24%, signal=31%
BP	GO:0015931	nucleobase-containing compound transport	156	-0.4069626399974501	-1.9545646346383243	3.3269732694332667e-6	4.311757357185514e-5	2.441648172051446e-5	2698	tags=40%, list=25%, signal=30%
BP	GO:0051168	nuclear export	140	-0.41540560265666704	-1.9636576722995853	3.350532734704818e-6	4.333623177821801e-5	2.454030279058934e-5	2918	tags=44%, list=27%, signal=32%
